county,age_cat,sex,race_ethnicity,dt_diagnosis,time_int,new_infections,cumulative_infected,new_unrecovered,cumulative_unrecovered,new_severe,cumulative_severe
Kings County,65+,MALE,7,2023-11-27,202348,1,1159,0,383,1,85
Kings County,65+,MALE,7,2023-12-04,202349,0,1159,0,383,0,85
Kings County,65+,MALE,7,2023-12-11,202350,3,1162,0,383,0,85
Kings County,65+,MALE,7,2023-12-18,202351,0,1162,2,385,0,85
Kings County,65+,MALE,7,2023-12-25,202352,0,1162,0,385,0,85
Lake County,0-17,FEMALE,1,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,1,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,1,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,1,2023-06-19,202325,1,1,0,0,0,0
Lake County,0-17,FEMALE,1,2023-06-26,202326,1,2,0,0,0,0
Lake County,0-17,FEMALE,1,2023-07-03,202327,4,6,0,0,0,0
Lake County,0-17,FEMALE,1,2023-07-10,202328,3,9,0,0,0,0
Lake County,0-17,FEMALE,1,2023-07-17,202329,1,10,0,0,0,0
Lake County,0-17,FEMALE,1,2023-07-24,202330,2,12,0,0,0,0
Lake County,0-17,FEMALE,1,2023-07-31,202331,2,14,0,0,0,0
Lake County,0-17,FEMALE,1,2023-08-07,202332,4,18,0,0,0,0
Lake County,0-17,FEMALE,1,2023-08-14,202333,3,21,0,0,0,0
Lake County,0-17,FEMALE,1,2023-08-21,202334,9,30,0,0,0,0
Lake County,0-17,FEMALE,1,2023-08-28,202335,8,38,1,1,0,0
Lake County,0-17,FEMALE,1,2023-09-04,202336,12,50,0,1,0,0
Lake County,0-17,FEMALE,1,2023-09-11,202337,13,63,0,1,0,0
Lake County,0-17,FEMALE,1,2023-09-18,202338,6,69,1,2,0,0
Lake County,0-17,FEMALE,1,2023-09-25,202339,5,74,0,2,0,0
Lake County,0-17,FEMALE,1,2023-10-02,202340,5,79,0,2,0,0
Lake County,0-17,FEMALE,1,2023-10-09,202341,6,85,0,2,0,0
Lake County,0-17,FEMALE,1,2023-10-16,202342,8,93,0,2,0,0
Lake County,0-17,FEMALE,1,2023-10-23,202343,7,100,0,2,0,0
Lake County,0-17,FEMALE,1,2023-10-30,202344,5,105,0,2,0,0
Lake County,0-17,FEMALE,1,2023-11-06,202345,2,107,0,2,0,0
Lake County,0-17,FEMALE,1,2023-11-13,202346,2,109,0,2,0,0
Lake County,0-17,FEMALE,1,2023-11-20,202347,0,109,0,2,0,0
Lake County,0-17,FEMALE,1,2023-11-27,202348,1,110,0,2,0,0
Lake County,0-17,FEMALE,1,2023-12-04,202349,0,110,0,2,0,0
Lake County,0-17,FEMALE,1,2023-12-11,202350,1,111,0,2,0,0
Lake County,0-17,FEMALE,1,2023-12-18,202351,0,111,0,2,0,0
Lake County,0-17,FEMALE,1,2023-12-25,202352,0,111,0,2,0,0
Lake County,0-17,FEMALE,2,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-07-31,202331,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-08-07,202332,0,0,0,0,0,0
Lake County,0-17,FEMALE,2,2023-08-14,202333,1,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-08-21,202334,0,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-08-28,202335,0,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-09-04,202336,0,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-09-11,202337,0,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-09-18,202338,0,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-09-25,202339,0,1,0,0,0,0
Lake County,0-17,FEMALE,2,2023-10-02,202340,1,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-10-09,202341,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-10-16,202342,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-10-23,202343,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-10-30,202344,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-11-06,202345,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-11-13,202346,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-11-20,202347,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-11-27,202348,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-12-04,202349,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-12-11,202350,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-12-18,202351,0,2,0,0,0,0
Lake County,0-17,FEMALE,2,2023-12-25,202352,0,2,0,0,0,0
Lake County,0-17,FEMALE,3,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,FEMALE,3,2023-07-31,202331,1,1,0,0,0,0
Lake County,0-17,FEMALE,3,2023-08-07,202332,0,1,0,0,0,0
Lake County,0-17,FEMALE,3,2023-08-14,202333,1,2,0,0,0,0
Lake County,0-17,FEMALE,3,2023-08-21,202334,0,2,0,0,0,0
Lake County,0-17,FEMALE,3,2023-08-28,202335,0,2,0,0,0,0
Lake County,0-17,FEMALE,3,2023-09-04,202336,0,2,0,0,0,0
Lake County,0-17,FEMALE,3,2023-09-11,202337,0,2,0,0,0,0
Lake County,0-17,FEMALE,3,2023-09-18,202338,1,3,0,0,0,0
Lake County,0-17,FEMALE,3,2023-09-25,202339,2,5,0,0,0,0
Lake County,0-17,FEMALE,3,2023-10-02,202340,0,5,0,0,0,0
Lake County,0-17,FEMALE,3,2023-10-09,202341,1,6,0,0,0,0
Lake County,0-17,FEMALE,3,2023-10-16,202342,1,7,0,0,0,0
Lake County,0-17,FEMALE,3,2023-10-23,202343,0,7,0,0,0,0
Lake County,0-17,FEMALE,3,2023-10-30,202344,1,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-11-06,202345,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-11-13,202346,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-11-20,202347,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-11-27,202348,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-12-04,202349,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-12-11,202350,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-12-18,202351,0,8,0,0,0,0
Lake County,0-17,FEMALE,3,2023-12-25,202352,0,8,0,0,0,0
Lake County,0-17,FEMALE,4,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-07-31,202331,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-08-07,202332,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-08-14,202333,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-08-21,202334,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-08-28,202335,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-09-04,202336,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-09-11,202337,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-09-18,202338,0,0,0,0,0,0
Lake County,0-17,FEMALE,4,2023-09-25,202339,1,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-10-02,202340,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-10-09,202341,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-10-16,202342,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-10-23,202343,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-10-30,202344,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-11-06,202345,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-11-13,202346,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-11-20,202347,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-11-27,202348,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-12-04,202349,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-12-11,202350,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-12-18,202351,0,1,0,0,0,0
Lake County,0-17,FEMALE,4,2023-12-25,202352,0,1,0,0,0,0
Lake County,0-17,FEMALE,5,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-07-31,202331,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-08-07,202332,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-08-14,202333,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-08-21,202334,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-08-28,202335,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-09-04,202336,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-09-11,202337,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-09-18,202338,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-09-25,202339,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-10-02,202340,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-10-09,202341,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-10-16,202342,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-10-23,202343,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-10-30,202344,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-11-06,202345,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-11-13,202346,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-11-20,202347,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-11-27,202348,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-12-04,202349,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-12-11,202350,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-12-18,202351,0,0,0,0,0,0
Lake County,0-17,FEMALE,5,2023-12-25,202352,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,FEMALE,6,2023-07-31,202331,1,1,0,0,0,0
Lake County,0-17,FEMALE,6,2023-08-07,202332,0,1,0,0,0,0
Lake County,0-17,FEMALE,6,2023-08-14,202333,0,1,0,0,0,0
Lake County,0-17,FEMALE,6,2023-08-21,202334,0,1,0,0,0,0
Lake County,0-17,FEMALE,6,2023-08-28,202335,0,1,0,0,0,0
Lake County,0-17,FEMALE,6,2023-09-04,202336,1,2,0,0,0,0
Lake County,0-17,FEMALE,6,2023-09-11,202337,1,3,0,0,0,0
Lake County,0-17,FEMALE,6,2023-09-18,202338,0,3,0,0,0,0
Lake County,0-17,FEMALE,6,2023-09-25,202339,1,4,0,0,0,0
Lake County,0-17,FEMALE,6,2023-10-02,202340,1,5,0,0,0,0
Lake County,0-17,FEMALE,6,2023-10-09,202341,1,6,0,0,0,0
Lake County,0-17,FEMALE,6,2023-10-16,202342,0,6,0,0,0,0
Lake County,0-17,FEMALE,6,2023-10-23,202343,1,7,0,0,0,0
Lake County,0-17,FEMALE,6,2023-10-30,202344,0,7,0,0,0,0
Lake County,0-17,FEMALE,6,2023-11-06,202345,0,7,0,0,0,0
Lake County,0-17,FEMALE,6,2023-11-13,202346,1,8,0,0,0,0
Lake County,0-17,FEMALE,6,2023-11-20,202347,0,8,0,0,0,0
Lake County,0-17,FEMALE,6,2023-11-27,202348,1,9,0,0,0,0
Lake County,0-17,FEMALE,6,2023-12-04,202349,0,9,0,0,0,0
Lake County,0-17,FEMALE,6,2023-12-11,202350,0,9,0,0,0,0
Lake County,0-17,FEMALE,6,2023-12-18,202351,0,9,0,0,0,0
Lake County,0-17,FEMALE,6,2023-12-25,202352,0,9,0,0,0,0
Lake County,0-17,FEMALE,7,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,FEMALE,7,2023-07-24,202330,2,2,0,0,0,0
Lake County,0-17,FEMALE,7,2023-07-31,202331,2,4,0,0,0,0
Lake County,0-17,FEMALE,7,2023-08-07,202332,2,6,0,0,0,0
Lake County,0-17,FEMALE,7,2023-08-14,202333,3,9,0,0,0,0
Lake County,0-17,FEMALE,7,2023-08-21,202334,6,15,0,0,0,0
Lake County,0-17,FEMALE,7,2023-08-28,202335,3,18,0,0,0,0
Lake County,0-17,FEMALE,7,2023-09-04,202336,7,25,0,0,0,0
Lake County,0-17,FEMALE,7,2023-09-11,202337,6,31,1,1,0,0
Lake County,0-17,FEMALE,7,2023-09-18,202338,5,36,0,1,0,0
Lake County,0-17,FEMALE,7,2023-09-25,202339,5,41,0,1,0,0
Lake County,0-17,FEMALE,7,2023-10-02,202340,3,44,0,1,0,0
Lake County,0-17,FEMALE,7,2023-10-09,202341,4,48,0,1,0,0
Lake County,0-17,FEMALE,7,2023-10-16,202342,3,51,0,1,0,0
Lake County,0-17,FEMALE,7,2023-10-23,202343,5,56,0,1,0,0
Lake County,0-17,FEMALE,7,2023-10-30,202344,3,59,0,1,0,0
Lake County,0-17,FEMALE,7,2023-11-06,202345,0,59,0,1,0,0
Lake County,0-17,FEMALE,7,2023-11-13,202346,2,61,0,1,0,0
Lake County,0-17,FEMALE,7,2023-11-20,202347,0,61,0,1,0,0
Lake County,0-17,FEMALE,7,2023-11-27,202348,0,61,0,1,0,0
Lake County,0-17,FEMALE,7,2023-12-04,202349,0,61,0,1,0,0
Lake County,0-17,FEMALE,7,2023-12-11,202350,0,61,0,1,0,0
Lake County,0-17,FEMALE,7,2023-12-18,202351,0,61,0,1,0,0
Lake County,0-17,FEMALE,7,2023-12-25,202352,0,61,0,1,0,0
Lake County,0-17,MALE,1,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,MALE,1,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,MALE,1,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,MALE,1,2023-06-19,202325,2,2,0,0,0,0
Lake County,0-17,MALE,1,2023-06-26,202326,3,5,0,0,0,0
Lake County,0-17,MALE,1,2023-07-03,202327,4,9,0,0,0,0
Lake County,0-17,MALE,1,2023-07-10,202328,0,9,0,0,0,0
Lake County,0-17,MALE,1,2023-07-17,202329,2,11,0,0,0,0
Lake County,0-17,MALE,1,2023-07-24,202330,4,15,0,0,0,0
Lake County,0-17,MALE,1,2023-07-31,202331,2,17,1,1,0,0
Lake County,0-17,MALE,1,2023-08-07,202332,5,22,0,1,0,0
Lake County,0-17,MALE,1,2023-08-14,202333,5,27,0,1,0,0
Lake County,0-17,MALE,1,2023-08-21,202334,8,35,0,1,0,0
Lake County,0-17,MALE,1,2023-08-28,202335,17,52,1,2,0,0
Lake County,0-17,MALE,1,2023-09-04,202336,16,68,1,3,0,0
Lake County,0-17,MALE,1,2023-09-11,202337,16,84,0,3,0,0
Lake County,0-17,MALE,1,2023-09-18,202338,14,98,0,3,0,0
Lake County,0-17,MALE,1,2023-09-25,202339,11,109,1,4,0,0
Lake County,0-17,MALE,1,2023-10-02,202340,12,121,1,5,0,0
Lake County,0-17,MALE,1,2023-10-09,202341,9,130,0,5,0,0
Lake County,0-17,MALE,1,2023-10-16,202342,8,138,1,6,0,0
Lake County,0-17,MALE,1,2023-10-23,202343,7,145,0,6,0,0
Lake County,0-17,MALE,1,2023-10-30,202344,9,154,0,6,0,0
Lake County,0-17,MALE,1,2023-11-06,202345,5,159,0,6,0,0
Lake County,0-17,MALE,1,2023-11-13,202346,3,162,0,6,0,0
Lake County,0-17,MALE,1,2023-11-20,202347,0,162,0,6,0,0
Lake County,0-17,MALE,1,2023-11-27,202348,0,162,0,6,0,0
Lake County,0-17,MALE,1,2023-12-04,202349,0,162,0,6,0,0
Lake County,0-17,MALE,1,2023-12-11,202350,1,163,0,6,0,0
Lake County,0-17,MALE,1,2023-12-18,202351,0,163,0,6,0,0
Lake County,0-17,MALE,1,2023-12-25,202352,0,163,0,6,0,0
Lake County,0-17,MALE,2,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-07-31,202331,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-08-07,202332,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-08-14,202333,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-08-21,202334,0,0,0,0,0,0
Lake County,0-17,MALE,2,2023-08-28,202335,1,1,0,0,0,0
Lake County,0-17,MALE,2,2023-09-04,202336,0,1,0,0,0,0
Lake County,0-17,MALE,2,2023-09-11,202337,0,1,0,0,0,0
Lake County,0-17,MALE,2,2023-09-18,202338,1,2,0,0,0,0
Lake County,0-17,MALE,2,2023-09-25,202339,0,2,0,0,0,0
Lake County,0-17,MALE,2,2023-10-02,202340,0,2,0,0,0,0
Lake County,0-17,MALE,2,2023-10-09,202341,0,2,0,0,0,0
Lake County,0-17,MALE,2,2023-10-16,202342,0,2,0,0,0,0
Lake County,0-17,MALE,2,2023-10-23,202343,0,2,0,0,0,0
Lake County,0-17,MALE,2,2023-10-30,202344,1,3,0,0,0,0
Lake County,0-17,MALE,2,2023-11-06,202345,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-11-13,202346,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-11-20,202347,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-11-27,202348,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-12-04,202349,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-12-11,202350,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-12-18,202351,0,3,0,0,0,0
Lake County,0-17,MALE,2,2023-12-25,202352,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,MALE,3,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,MALE,3,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,MALE,3,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,MALE,3,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,MALE,3,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,MALE,3,2023-07-10,202328,2,2,0,0,0,0
Lake County,0-17,MALE,3,2023-07-17,202329,1,3,0,0,0,0
Lake County,0-17,MALE,3,2023-07-24,202330,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-07-31,202331,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-08-07,202332,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-08-14,202333,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-08-21,202334,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-08-28,202335,0,3,0,0,0,0
Lake County,0-17,MALE,3,2023-09-04,202336,1,4,0,0,0,0
Lake County,0-17,MALE,3,2023-09-11,202337,0,4,0,0,0,0
Lake County,0-17,MALE,3,2023-09-18,202338,0,4,0,0,0,0
Lake County,0-17,MALE,3,2023-09-25,202339,1,5,0,0,0,0
Lake County,0-17,MALE,3,2023-10-02,202340,1,6,0,0,0,0
Lake County,0-17,MALE,3,2023-10-09,202341,1,7,0,0,0,0
Lake County,0-17,MALE,3,2023-10-16,202342,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-10-23,202343,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-10-30,202344,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-11-06,202345,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-11-13,202346,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-11-20,202347,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-11-27,202348,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-12-04,202349,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-12-11,202350,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-12-18,202351,0,7,0,0,0,0
Lake County,0-17,MALE,3,2023-12-25,202352,0,7,0,0,0,0
Lake County,0-17,MALE,4,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-07-31,202331,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-08-07,202332,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-08-14,202333,0,0,0,0,0,0
Lake County,0-17,MALE,4,2023-08-21,202334,1,1,0,0,0,0
Lake County,0-17,MALE,4,2023-08-28,202335,0,1,0,0,0,0
Lake County,0-17,MALE,4,2023-09-04,202336,0,1,0,0,0,0
Lake County,0-17,MALE,4,2023-09-11,202337,1,2,0,0,0,0
Lake County,0-17,MALE,4,2023-09-18,202338,0,2,0,0,0,0
Lake County,0-17,MALE,4,2023-09-25,202339,0,2,0,0,0,0
Lake County,0-17,MALE,4,2023-10-02,202340,0,2,0,0,0,0
Lake County,0-17,MALE,4,2023-10-09,202341,0,2,0,0,0,0
Lake County,0-17,MALE,4,2023-10-16,202342,0,2,0,0,0,0
Lake County,0-17,MALE,4,2023-10-23,202343,1,3,0,0,0,0
Lake County,0-17,MALE,4,2023-10-30,202344,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-11-06,202345,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-11-13,202346,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-11-20,202347,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-11-27,202348,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-12-04,202349,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-12-11,202350,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-12-18,202351,0,3,0,0,0,0
Lake County,0-17,MALE,4,2023-12-25,202352,0,3,0,0,0,0
Lake County,0-17,MALE,5,2023-05-29,202322,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-06-05,202323,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-06-12,202324,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-06-19,202325,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-06-26,202326,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-07-03,202327,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-07-10,202328,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-07-17,202329,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-07-24,202330,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-07-31,202331,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-08-07,202332,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-08-14,202333,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-08-21,202334,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-08-28,202335,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-09-04,202336,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-09-11,202337,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-09-18,202338,0,0,0,0,0,0
Lake County,0-17,MALE,5,2023-09-25,202339,0,0,0,0,0,0
